,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
3007,12593,31,2.0,84.16730274568235,44.962520340221815,16.0,17,40.0,2014,0.151346216,B,A,32,5889,10,830.0,4,1,B
4651,6427,35,1.0,34.78264511693794,18.128566770165705,7.0,9,9.0,1971,0.089039719,B,B,33,7976,5,,0,11,B
4967,4429,122,1.0,39.590558894329575,23.87013890280072,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
2818,626,11,2.0,53.72282669118084,35.66254221087418,6.0,3,9.0,1973,0.0001696759999999,B,B,36,5992,0,,1,1,B
1522,2046,59,1.0,47.80978442513946,,0.0,8,22.0,2018,0.019508796,B,B,37,7687,11,176.0,5,5,B
3246,3184,130,2.0,43.67920285966481,26.449554113111247,6.0,7,16.0,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
3311,14712,12,3.0,81.59660202522781,83.25931199428177,1.0,9,17.0,2014,0.090799103,B,B,74,19083,2,,5,15,B
526,14309,85,3.0,59.230430086244205,47.93450361784493,6.0,7,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B
2855,15433,35,3.0,64.73138750189658,47.40167894258556,6.0,5,12.0,1972,0.089039719,B,B,33,7976,5,,0,11,B
665,8593,1,2.0,47.851365072771394,33.667048014240216,6.0,5,12.0,1983,0.059456227,B,B,1,362,0,,0,0,B
4390,12655,9,3.0,73.84663355424237,47.10201364746722,9.0,10,10.0,2007,0.31019913,B,B,11,2748,1,,0,0,B
3098,8821,34,2.0,52.149908115463546,33.968092454427264,8.0,6,17.0,1995,0.069753361,B,B,53,13670,4,,1,11,B
3179,3304,1,2.0,45.24657158542193,27.08387797420129,5.0,4,5.0,1964,0.036270089,B,B,6,1318,1,200.0,1,1,B
2102,1905,61,1.0,35.9470664500824,22.659924874919227,10.0,10,9.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
3556,3422,52,2.0,93.73749747562552,41.714532038472974,15.0,8,25.0,2010,0.371148999,B,B,34,7065,1,750.0,2,5,B
3708,16111,6,2.0,53.05353809944366,,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4253,9694,12,2.0,53.78416894500906,30.26052529727913,8.0,14,14.0,1992,0.090799103,B,B,74,19083,2,,5,15,B
4016,10891,48,2.0,57.142198962269525,31.58441320550512,8.0,6,12.0,1981,0.041124634,B,B,46,9515,5,,1,10,B
687,1413,57,3.0,68.39393724483394,41.20837672231794,8.0,7,12.0,1982,0.133215333,B,B,49,11395,3,1406.0,3,4,A
2232,15347,157,3.0,57.9749002841198,42.57659099426432,5.0,5,5.0,1958,0.0,B,B,30,7538,87,4702.0,5,5,B
3883,13116,27,1.0,47.37990455756341,44.21750320543929,0.0,4,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2519,8148,53,1.0,41.26960611294832,22.627979290356464,8.0,11,24.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
3509,3926,31,2.0,51.12102137952372,32.2884484675867,8.0,9,16.0,1984,0.151346216,B,A,32,5889,10,830.0,4,1,B
1115,4271,8,2.0,58.55134800925896,32.2153987346703,10.0,5,16.0,1981,0.219006007,B,B,28,6746,3,,1,4,B
4857,15565,6,1.0,48.73242449094951,,1.0,6,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4246,2442,53,3.0,79.42705371905548,77.40201304953315,1.0,16,16.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
941,9894,99,3.0,70.14049589548453,40.221924342602016,9.0,8,16.0,1981,0.033493708,B,B,66,10573,1,1322.0,3,8,B
370,10357,124,2.0,43.13194505173272,29.74968743086344,5.0,2,5.0,1963,0.16909109,B,B,19,3856,10,,2,5,B
463,2646,61,3.0,66.69189983744225,45.223552322728,9.0,13,12.0,1965,0.300322518,B,B,52,10311,6,,1,9,B
2447,14546,51,3.0,65.74269079029129,45.58428279052336,6.0,7,9.0,1972,0.015016892,B,B,17,3079,59,2890.0,0,8,B
1862,2429,44,3.0,65.76224950166058,46.94310181084354,9.0,12,12.0,1967,0.232205084,B,B,24,4860,1,80.0,0,3,B
3795,6464,47,3.0,78.2328066471888,48.90598838547124,10.0,16,16.0,1981,0.101872465,B,B,23,4583,3,,3,3,B
3898,12482,116,2.0,38.8503097301713,39.594067728264434,6.0,5,9.0,1965,0.341071945,B,B,27,5664,48,2300.0,3,11,B
582,1852,59,3.0,100.46240725809608,101.96364353834664,0.0,21,20.0,2015,0.019508796,B,B,37,7687,11,176.0,5,5,B
1284,6254,2,2.0,36.94694912065504,22.087825407678658,5.0,8,9.0,1981,0.0,B,B,33,7425,1,,2,5,B
4709,11295,17,2.0,57.07022167049384,35.87457570226647,9.0,2,10.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B
2884,12670,23,1.0,40.10993181543213,,1.0,7,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4513,3823,51,1.0,41.1644143261528,20.377670492098662,7.0,5,6.0,1918,0.015016892,B,B,17,3079,59,2890.0,0,8,B
438,2410,99,2.0,46.84290607335274,31.91581332412824,5.0,5,5.0,1968,0.033493708,B,B,66,10573,1,1322.0,3,8,B
613,3910,20,2.0,58.760572045562384,31.51307291928676,9.0,13,23.0,2006,0.019508796,B,B,37,7687,11,176.0,5,5,B
4581,9476,12,1.0,45.24441330923265,24.299943728012533,8.0,11,12.0,1998,0.090799103,B,B,74,19083,2,,5,15,B
104,3202,191,2.0,52.8922835247166,34.40317009560719,9.0,17,16.0,1985,0.127375905,B,B,43,8429,3,,3,9,B
4021,6033,41,3.0,67.84946953385986,42.06558393211931,9.0,4,4.0,1941,0.127811589,B,B,28,7287,5,320.0,1,3,B
92,6283,7,2.0,44.650853695349255,27.404533222065982,5.0,7,5.0,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B
4590,4867,1,2.0,71.41014035028934,38.440216238470136,9.0,9,25.0,2016,0.007122317,B,B,1,264,0,,0,1,B
1570,15242,27,2.0,74.18779832776931,1.8136659670439608,1.0,5,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
577,13991,22,3.0,74.84868812363966,46.46237723081765,10.0,16,17.0,1989,0.133215333,B,B,49,11395,3,1406.0,3,4,A
3866,2261,19,4.0,102.72497137995624,67.64164828056221,10.0,13,22.0,1994,0.000991363,B,B,33,6783,3,,1,9,B
440,1716,57,2.0,62.474911979601096,36.24548487905354,10.0,20,22.0,2001,0.090799103,B,B,74,19083,2,,5,15,B
1526,14240,27,2.0,64.80120911182715,32.53024347275932,7.0,2,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
3432,12064,6,2.0,65.89741617272568,5.264992814972579,1.0,12,1.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
3809,11684,69,3.0,69.96455390877081,48.465956488248814,7.0,12,16.0,1988,0.000991363,B,B,33,6783,3,,1,9,B
3363,6726,27,2.0,57.817270687950526,,1.0,8,1.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
3524,5356,90,2.0,47.09590989900271,30.98678408880363,6.0,1,5.0,1968,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3268,9780,153,3.0,81.41855188888894,48.5060919782026,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3998,16734,56,1.0,41.77435417865932,23.47822259274657,8.0,14,17.0,1990,0.0,B,B,23,5067,4,,2,6,B
3107,1137,59,1.0,40.44674275711029,18.90466077231221,7.0,13,14.0,2012,0.309479124,B,B,35,7715,4,990.0,0,6,B
1536,7047,26,2.0,41.207988525643394,27.10457121404657,6.0,11,12.0,1968,0.0,B,B,36,6714,2,2672.0,0,2,B
3543,11045,95,1.0,46.78767674845995,,0.0,5,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
2599,8509,138,2.0,79.47574604073868,42.96099293989322,13.0,7,16.0,2002,0.0,B,B,36,6714,2,2672.0,0,2,B
574,7595,28,2.0,66.51211234971221,33.14612752836327,10.0,9,23.0,2009,0.333891544,B,B,30,6564,1,,0,0,B
3313,4089,6,3.0,103.92229104008298,,0.0,23,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4422,14080,84,1.0,35.575522144541786,20.87196191347237,7.0,9,9.0,1964,0.149666373,B,B,22,4789,2,4087.0,4,1,B
84,8721,21,3.0,82.57646498437289,58.246814879784345,7.0,5,5.0,1958,0.194489265,B,B,47,8004,3,125.0,3,5,B
2250,11998,29,3.0,59.72347619098362,45.624554173736925,5.0,7,5.0,1973,0.069660344,B,B,31,6119,4,,1,2,B
3539,1406,53,2.0,57.34953563743307,58.952106850522135,10.0,7,19.0,2013,0.049637257,B,B,34,7759,0,229.0,1,3,B
3749,15073,52,1.0,32.30233684837218,19.513467764919504,6.0,3,4.0,1964,0.371148999,B,B,34,7065,1,750.0,2,5,B
1201,8926,166,3.0,80.36343246530713,57.64573703639207,9.0,4,8.0,1957,0.174739084,B,B,17,3379,9,100.0,0,3,B
4948,10156,7,4.0,88.06396805957048,54.70677301503834,8.0,2,14.0,1989,0.035145267,B,B,42,9292,3,2620.0,0,3,B
3935,6334,9,1.0,59.60544330856553,,0.0,11,0.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
458,2867,27,1.0,47.98972723597618,,1.0,4,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4731,8058,26,2.0,48.36283430190972,30.82178160409731,5.0,7,5.0,1968,0.0,B,B,36,6714,2,2672.0,0,2,B
1974,5323,77,1.0,40.62141809435279,21.347160526474728,8.0,3,9.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
4444,14609,62,1.0,36.40237118703023,,0.0,7,15.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2682,13986,85,3.0,77.41707773657888,46.74468278948154,9.0,4,22.0,1991,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3667,4853,119,2.0,63.772580521074026,36.23411357925804,11.0,5,14.0,2009,0.000995363,B,B,42,7651,1,,1,5,B
4311,15028,27,2.0,42.40873386310217,44.43031419727217,1.0,9,1.0,2016,0.072157581,B,B,2,629,1,,0,0,A
1948,16602,62,2.0,72.10720297104167,,1.0,11,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3327,9837,25,3.0,118.75438778381636,67.49633649811514,12.0,14,25.0,2011,0.069753361,B,B,53,13670,4,,1,11,B
566,90,51,3.0,75.40175367063244,52.9875244464296,4.0,2,6.0,1931,0.015016892,B,B,17,3079,59,2890.0,0,8,B
3501,9220,58,1.0,41.303321905352725,21.01621457473557,8.0,11,12.0,1982,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
1764,8004,27,4.0,101.62763677915164,100.53961467430544,10.0,13,15.0,2017,0.072157581,B,B,2,629,1,,0,0,A
2961,13489,8,2.0,55.994646279670846,30.43115579386288,10.0,3,20.0,2008,0.458174486,B,A,26,4439,1,1130.0,1,5,B
2964,2707,90,1.0,32.17950823610673,23.20995134466448,5.0,4,5.0,1969,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3839,10373,1,1.0,38.89771635355892,38.79296579690328,1.0,7,17.0,2018,0.007122317,B,B,1,264,0,,0,1,B
2957,8530,95,2.0,42.734866206487176,29.21856790479269,5.0,5,5.0,1963,0.0,B,B,7,1660,39,1786.0,1,5,B
3169,7564,38,3.0,93.09931619745156,53.85179900128985,1.0,27,26.0,2016,0.060753049,B,B,15,2787,2,520.0,0,7,B
967,6176,27,2.0,42.37748780927234,41.74829124021842,1.0,14,17.0,2014,0.072157581,B,B,2,629,1,,0,0,A
525,9406,34,2.0,64.6021863281613,58.20341460844112,10.0,23,25.0,2019,0.069753361,B,B,53,13670,4,,1,11,B
1923,10515,1,3.0,66.37657107168168,42.905683080574256,8.0,8,14.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
2183,5836,22,2.0,63.49048809593928,,1.0,4,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1869,9391,6,3.0,74.13712826120147,,12.0,4,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
2572,928,61,2.0,45.54518102738886,30.041336571121988,6.0,6,9.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
482,3339,83,1.0,34.43762490374195,18.11436923537953,6.0,8,9.0,1977,0.0077202819999999,B,B,38,4788,2,,0,4,B
3452,15949,3,2.0,52.60057700889544,30.10489740430389,8.0,8,14.0,1993,0.265088676,B,B,37,5288,0,1937.0,3,2,B
4192,5593,194,3.0,80.05045608929314,55.02680210642559,8.0,3,8.0,1962,0.174739084,B,B,17,3379,9,100.0,0,3,B
4161,8979,57,3.0,55.54495973521265,38.51322859173509,5.0,7,5.0,1962,0.133215333,B,B,49,11395,3,1406.0,3,4,A
2629,1663,3,2.0,45.9820510836825,32.67416475468988,6.0,2,5.0,1963,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3300,1200,86,1.0,32.61792029301559,17.918620211329795,7.0,8,12.0,1976,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3854,9329,21,2.0,39.33076875148126,26.34417028408808,7.0,8,9.0,1963,0.034331497,B,B,25,5487,3,,0,4,B
3260,5755,180,2.0,68.4487828980041,44.54843349938272,7.0,8,7.0,1929,0.037316452,B,B,32,6748,93,562.0,4,10,B
4316,5013,57,2.0,63.028650824145686,36.11260435755962,12.0,3,12.0,2003,0.090799103,B,B,74,19083,2,,5,15,B
4081,14886,90,1.0,32.809006307769124,20.995885185174924,5.0,4,5.0,1961,0.246031548,B,A,22,3151,4,2715.0,3,3,B
4983,9519,62,3.0,81.91299694150432,75.87209437359333,11.0,3,6.0,2015,0.072157581,B,B,2,629,1,,0,0,A
4048,12849,99,3.0,52.02876458769361,38.58813856858561,6.0,3,9.0,1972,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3751,8622,23,1.0,40.29525080704799,,1.0,4,4.0,2017,0.034656082,B,B,0,168,0,,0,0,B
4657,12898,11,1.0,33.35089186623317,20.31937194820121,5.0,7,5.0,1965,0.225824954,A,B,41,6558,7,1548.0,3,2,B
1451,7251,5,3.0,67.56685140080488,47.50794413577214,9.0,9,14.0,1973,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2513,3764,193,4.0,97.93164197523646,72.38690456571206,8.0,5,5.0,1957,0.319809354,B,B,25,4756,16,2857.0,5,8,B
2547,6563,99,1.0,33.77005603577961,19.04419400418856,6.0,10,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
2377,16350,22,1.0,39.788944251902215,23.106439319360167,7.0,13,14.0,1978,0.118537385,B,B,30,6207,1,1183.0,1,0,B
3995,7351,6,2.0,52.91781737788504,,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1269,14875,44,2.0,73.0469529471514,38.91277186924153,1.0,7,12.0,1977,0.036122292,B,B,24,4378,0,1036.0,1,1,B
3726,6932,23,1.0,56.53803146448446,,0.0,5,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B
4260,13828,34,3.0,89.48296972227655,10.692498911634534,10.0,11,17.0,1998,0.069753361,B,B,53,13670,4,,1,11,B
1675,8363,1,2.0,73.6484433277567,35.36836896994535,9.0,23,25.0,2011,0.025609157,B,B,33,5261,0,240.0,3,1,B
1708,4022,27,3.0,58.146896504950845,41.21769778186764,7.0,5,9.0,1979,0.211401214,B,B,9,1892,0,,0,1,B
1826,430,46,1.0,38.38930714124699,23.51992066440484,7.0,15,21.0,1994,0.0,B,B,47,11319,0,1145.0,3,5,B
1854,6693,46,2.0,48.08553978828815,35.821461453414564,5.0,10,9.0,1966,0.188783766,B,B,31,6137,4,,0,1,B
4969,6866,84,2.0,45.24649489942665,33.3480027684782,6.0,2,9.0,1982,0.149666373,B,B,22,4789,2,4087.0,4,1,B
746,1527,151,1.0,34.815008019726854,18.14997183539917,5.0,3,5.0,1966,0.236108458,B,B,16,3893,27,,3,10,B
2768,11637,1,1.0,40.37823445194755,,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
213,6594,23,2.0,53.148626936761005,,1.0,11,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
1525,12234,200,2.0,49.18888768772806,29.6063378353524,6.0,6,5.0,1959,0.0,B,B,33,7425,1,,2,5,B
3941,14203,9,1.0,43.36803151186125,19.815651606753917,8.0,3,17.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
3070,13027,23,3.0,70.39040848929697,3.922676740542802,1.0,4,3.0,2017,0.005767451,B,B,1,388,0,,0,0,B
422,12007,29,1.0,38.2003208965624,27.06610638653759,5.0,5,5.0,1967,0.069660344,B,B,31,6119,4,,1,2,B
4549,13589,27,3.0,173.9744796408535,76.28947475101772,9.0,3,3.0,2017,0.041116354,B,B,53,14892,4,,1,4,B
1539,4304,31,3.0,79.1999006785866,52.59950397413879,9.0,5,5.0,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B
4906,8578,67,3.0,61.19966715907822,47.45364056334008,6.0,3,9.0,1977,0.100455735,B,B,43,7227,0,,1,6,A
2134,2912,118,2.0,44.11645490821999,27.99341729018494,5.0,6,5.0,1963,0.341071945,B,B,27,5664,48,2300.0,3,11,B
2136,5446,1,2.0,55.76885902226305,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3375,13602,23,1.0,39.38476387458083,,1.0,7,17.0,2016,0.034656082,B,B,0,168,0,,0,0,B
826,13429,22,2.0,60.55011323349251,,1.0,7,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
89,6869,27,1.0,37.74839849363714,,1.0,10,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
1587,8958,90,2.0,47.8387153232521,33.36032165299808,5.0,5,5.0,1967,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3388,13461,147,2.0,47.63784857105846,33.15756478068653,5.0,7,5.0,1963,0.319809354,B,B,25,4756,16,2857.0,5,8,B
2430,13807,58,3.0,79.49492725706641,1.4935876579490213,1.0,8,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
913,9405,6,1.0,41.22510698800132,,1.0,25,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2538,2714,155,3.0,58.49212370874321,41.44643278329964,5.0,3,5.0,1964,0.042307271,B,B,17,2810,9,4849.0,3,6,B
4439,7261,52,3.0,77.70068972803716,,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
2139,10051,46,2.0,45.77706655785782,27.745855878949783,4.0,2,5.0,1967,0.0,B,B,47,11319,0,1145.0,3,5,B
4641,11019,19,2.0,47.69828447455667,32.280713204546586,5.0,3,5.0,1961,0.309479124,B,B,35,7715,4,990.0,0,6,B
145,3945,128,2.0,47.87363349415092,27.22915360721241,6.0,8,9.0,1972,0.0,B,B,27,4798,0,30.0,2,8,B
3510,4302,23,2.0,59.28841480323838,,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
3881,9799,126,2.0,45.06369097292552,29.59926586040171,5.0,1,5.0,1962,0.333891544,B,B,30,6564,1,,0,0,B
2084,1928,17,1.0,38.58275921013098,22.62877525812284,10.0,6,12.0,1967,0.0,B,B,18,3374,5,620.0,1,2,B
1930,11720,27,2.0,63.389024196753454,62.78186701066034,1.0,10,17.0,2015,0.072157581,B,B,2,629,1,,0,0,A
3079,2988,63,1.0,47.85458714614494,49.13526438712103,1.0,8,25.0,2017,0.23861713,B,B,26,3889,6,705.0,3,6,B
2031,14247,53,2.0,47.69955273695986,30.54543858793749,5.0,7,9.0,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1628,1223,94,2.0,56.200228585965824,32.00785921705508,7.0,11,17.0,2000,0.521867054,B,B,25,6149,0,,0,0,B
